,Company,Location,Description,web_name,URL,Founders,LinkedIn,Season,Other Tags,Email
182,Greenboard,,'Rippling' for Financial Compliance and Operations ,greenboard,https://www.ycombinator.com/companies/greenboard,"['Dave Feldman', 'Edward Schembor']",https://www.linkedin.com/company/greenboard-compliance/,W24,['Active'],"['founders@greenboard.io', 'founders@greenboard.io']"
183,Eggnog,"New York, NY, USA",Youtube for AI-generated content,eggnog,https://www.ycombinator.com/companies/eggnog,"['Jitesh Maiyuran', 'Sam Plank']",https://www.linkedin.com/company/eggnogai,W24,"['Active', 'artificial-intelligence', 'entertainment', 'social-media', 'video', 'New York']",[]
184,Artisan AI,"San Francisco, CA, USA","AI Employees Called Artisans, Starting With A BDR",artisan-ai,https://www.ycombinator.com/companies/artisan-ai,"['Jaspar Carmichael-Jack', 'Rupert Dodkins']",https://www.linkedin.com/company/artisanai/,W24,"['Active', 'artificial-intelligence', 'saas', 'b2b', 'workflow-automation', 'sales', 'San Francisco']",['jaspar@artisan.co']
185,Octolane AI,"San Francisco, CA, USA",Building AI-first Salesforce,octolane-ai,https://www.ycombinator.com/companies/octolane-ai,"['One Chowdhury', 'Md Abdul Halim Rafi']",https://www.linkedin.com/company/99134096,W24,"['Active', 'machine-learning', 'b2b', 'sales', 'crm', 'ai', 'San Francisco']",[]
186,SuretyNow,"Austin, TX, USA",The Modern Surety Bond Platform,suretynow,https://www.ycombinator.com/companies/suretynow,"['Bruce Chi', 'Jay Xiao']",https://www.linkedin.com/company/withsuretynow,W24,"['Active', 'fintech', 'b2b', 'insurance', 'Austin']",[]
187,Roe AI,"San Mateo, CA, USA","Data warehouse to query unstructured data like docs, webs, imgs & more",roe-ai,https://www.ycombinator.com/companies/roe-ai,"['Richard Meng', 'Jason Wang']",https://www.linkedin.com/company/roe-ai,W24,"['Active', 'generative-ai', 'saas', 'b2b', 'big-data', 'infrastructure', 'San Mateo']",['founders@roe-ai.com']
188,Arini,"San Francisco, CA, USA",AI receptionist for dentists,arini,https://www.ycombinator.com/companies/arini,"['Abdul Jamjoom', 'Rami Rustom']",https://www.linkedin.com/company/ariniai,W24,"['Active', 'artificial-intelligence', 'health-tech', 'dental', 'call-center', 'conversational-ai', 'San Francisco']",['founders@arini.ai']
189,Paradigm,"San Francisco, CA, USA",Your AI intern to automate repetitive tasks.,paradigm,https://www.ycombinator.com/companies/paradigm,"['Anna Monaco', 'Claire Oxner']",https://www.linkedin.com/company/tryparadigm/,W24,"['Active', 'artificial-intelligence', 'b2b', 'ai-assistant', 'San Francisco']",[]
190,PointOne,"San Francisco, CA, USA",Automated timekeeping and billing for law firms.,pointone,https://www.ycombinator.com/companies/pointone,"['Adrian Parlow', 'Jeremy Ben-Meir', 'Katon Luaces']",https://www.linkedin.com/company/pointoneai,W24,"['Active', 'saas', 'b2b', 'legal', 'legaltech', 'ai', 'San Francisco']",[]
191,Patchwork,"San Francisco, CA, USA",Your team’s AI powered communication tool,patchwork,https://www.ycombinator.com/companies/patchwork,"['Dhruhin Kurli', 'Nikki Shah']",https://linkedin.com/in/dhruhin,W24,"['Active', 'saas', 'b2b', 'productivity', 'collaboration', 'ai', 'San Francisco']",['info@atpatchwork.com']
192,Starlight Charging,"Austin, TX, USA",Ultra-low-cost EV charging for condos and apartments,starlight-charging,https://www.ycombinator.com/companies/starlight-charging,['Andrew Kouri'],https://www.linkedin.com/company/starlight-charging,W24,"['Active', 'proptech', 'climate', 'energy', 'electric-vehicles', 'automotive', 'Austin']",[]
193,Assembly,"San Francisco, CA, USA",Contextual Code Search for engineering teams ,assembly,,,,,,
194,MathDash,"New York, NY, USA",Turning Math into a Sport,mathdash,https://www.ycombinator.com/companies/mathdash,"['Daniel Sun', 'Akshaj Kadaveru']",https://www.linkedin.com/company/102834223/admin/feed/posts/,W24,"['Active', 'ai-enhanced-learning', 'education', 'elearning', 'consumer', 'gaming', 'New York']",[]
195,Leaping,"San Francisco, CA, USA",Automate bug resolution,leaping,https://www.ycombinator.com/companies/leaping,"['Kanav Petkar', 'Adrien Philardeau']",https://www.linkedin.com/company/leapinglabs,W24,"['Active', 'developer-tools', 'ai-assistant', 'San Francisco']",[]
196,Basalt Tech,"San Francisco, CA, USA","Autonomy in space, for every mission",basalt-tech,https://www.ycombinator.com/companies/basalt-tech,"['Maximillian Bhatti', 'Alex Choi']",https://www.linkedin.com/company/101564456/,W24,"['Active', 'aerospace', 'enterprise-software', 'automation', 'San Francisco']",['founders@basalt.space']
197,Carousel Technologies,"New York, NY, USA",Professional AI toolkit for PowerPoint,carousel-technologies,https://www.ycombinator.com/companies/carousel-technologies,"['Daniel Wolf', 'Jude Rizzo']",https://www.linkedin.com/company/carousel-tech/,W24,"['Active', 'finance', 'b2b', 'enterprise-software', 'New York']",[]
198,Agentic Labs,"New York, NY, USA",AI system design tools for dev teams,agentic-labs,,,,,,
199,DaLMatian,,The first autonomous AI data analyst agent,dalmatian,https://www.ycombinator.com/companies/dalmatian,"['Alan Du', 'Jason Cai', 'Derrick Xin']",https://www.linkedin.com/company/dalmatian-ai,W24,"['Active', 'artificial-intelligence', 'generative-ai', 'b2b', 'analytics']",['founders@dalmatian.ai']
200,Pivot Robots,,AI for Robot Arms in Factories,pivot-robots,https://www.ycombinator.com/companies/pivot-robots,"['Siddharth Girdhar', 'Vignesh Rajmohan']",https://www.linkedin.com/company/pivot-robots/,W24,"['Active', 'artificial-intelligence', 'robotics', 'industrial']",['founders@pivotrobots.com']
201,Aidy,"San Francisco, CA, USA",We help businesses and nonprofits apply for grants,aidy,https://www.ycombinator.com/companies/aidy,"['Max Williamson', 'Peter Crocker', 'Greg Miller']",https://www.linkedin.com/company/aidygrants/about/,W24,"['Active', 'artificial-intelligence', 'govtech', 'workflow-automation', 'climate', 'fundraising', 'San Francisco']",[]
202,DGI Apparel,"New York, NY, USA",Expedia for ordering blank apparel,dgi-apparel,https://www.ycombinator.com/companies/dgi-apparel,"['Ian Hinkley', 'Grant Fuhr', 'Daniel Shkreli']",https://www.linkedin.com/company/dgi-apparel,W24,"['Active', 'marketplace', 'b2b', 'apparel', 'New York']",['ian@dgiapparel.com']
203,Buster,"San Francisco, CA, USA",Infrastructure to connect LLMs and databases,buster,https://www.ycombinator.com/companies/buster,"['Blake Rouse', 'Dallin Bentley']",https://www.linkedin.com/company/usebuster/,W24,"['Active', 'developer-tools', 'generative-ai', 'saas', 'infrastructure', 'ai', 'San Francisco']",[]
204,Garage,"New York, NY, USA",Marketplace for used firefighting equipment.,garage,https://www.ycombinator.com/companies/garage,"['Gwanygha’a Gana', 'Cedric Foudjet']",https://www.linkedin.com/company/garage-mobility/,S22,"['Active', 'auto-commerce', 'marketplace', 'transportation']",[]
205,Mango Health,"San Francisco, CA, USA",We get physicians paid for sending patients to therapy.,mango-health,https://www.ycombinator.com/companies/mango-health,"['Jamison Mercurio', 'Zachary Gittelman']",https://www.linkedin.com/company/97872692/admin/feed/posts/,W24,"['Active', 'health-insurance', 'primary-care', 'mental-health', 'ai', 'San Francisco']","['jamie@themangohealth.comMango', 'founders@themangohealth.com']"
206,"Argon AI, Inc.","San Francisco, CA, USA",AI for Pharma Intelligence ,"argon-ai,-inc-",,,,,,
207,nCompass Technologies,Remote,Deploy hardware accelerated AI models with only one line of code,ncompass-technologies,https://www.ycombinator.com/companies/ncompass-technologies,"['Aditya Rajagopal', 'Diederik Vink']",https://linkedin.com/company/ncompass-technologies,W24,"['Active', 'hardware', 'open-source', 'api', 'cloud-computing', 'ai']","['aditya.rajagopal@ncompass.tech', 'diederik.vink@ncompass.tech']"
208,Pretzel AI,"Berlin, Berlin, Germany",Open-source & AI-native replacement for Jupyter Notebooks,pretzel-ai,https://www.ycombinator.com/companies/pretzel-ai,"['Prasoon Shukla', 'Ramon Garate']",https://www.linkedin.com/company/pretzel-ai/,W24,"['Active', 'artificial-intelligence', 'analytics', 'collaboration', 'open-source', 'data-science']",[]
209,Apriora,"San Francisco, CA, USA",Your AI recruiter for interviewing and identifying the best talent,apriora,https://www.ycombinator.com/companies/apriora,"['Aaron Wang', 'John Rytel']",https://www.linkedin.com/company/apriora/,W24,"['Active', 'artificial-intelligence', 'saas', 'b2b', 'recruiting', 'hr-tech', 'San Francisco']","['founders@apriora.ai', 'founders@apriora.ai', 'founders@apriora.ai', 'founders@apriora.ai']"
210,malibou,"Paris, IDF, France",the first all-in-one payroll and HR software for French SMBs,malibou,https://www.ycombinator.com/companies/malibou,"['Maxence Drummond', 'Alexandre Pernin']",https://www.linkedin.com/company/malibou-hr/,W24,"['Active', 'b2b', 'productivity', 'hr-tech', 'payroll', 'smb']",['maxence.drummond@malibou.co']
211,Quary,"London, England, United Kingdom",The first in-browser analytics engineering platform,quary,https://www.ycombinator.com/companies/quary,"['Benjamin King', 'Louis Jordan']",https://www.linkedin.com/company/quarylabs,W24,"['Active', 'artificial-intelligence', 'analytics', 'data-science', 'data-engineering', 'ai']",[]
212,Hemingway,"San Francisco, CA, USA",AI Patient Scheduler for Dentists,hemingway,https://www.ycombinator.com/companies/hemingway,"['Rohit Chaparala', 'Sam Detjen']",https://www.linkedin.com/company/hemingway-ai/,W24,"['Active', 'saas', 'scheduling', 'dental', 'ai', 'San Francisco']",['rohit@hemingwayai.co']
213,Tile,"New York, NY, USA",AI-first notebook for building operational data apps,tile,https://www.ycombinator.com/companies/tile,"['Jenica Zhong', 'Jessica Fang']",https://www.linkedin.com/company/102820110/,W24,"['Active', 'artificial-intelligence', 'saas', 'analytics', 'big-data', 'operations', 'New York']",['jenica@tile.sh']
214,Adagy Robotics,"New York, NY, USA",Rescuing robots,adagy-robotics,https://www.ycombinator.com/companies/adagy-robotics,"['Rosalind Shinkle', 'Kathleen Brandes']",https://www.linkedin.com/company/adagy-robotics,W24,"['Active', 'artificial-intelligence', 'developer-tools', 'robotics', 'logistics', 'manufacturing', 'New York']","['founders@adagyrobotics.com', 'founders@adagyrobotics.com']"
215,Momentic,"San Francisco, CA, USA",Automated software testing with AI,momentic,https://www.ycombinator.com/companies/momentic,"['Wei-Wei Wu', 'Jeff An']",https://www.linkedin.com/company/momentic-ai,W24,"['Active', 'artificial-intelligence', 'developer-tools', 'b2b', 'devops', 'ai', 'San Francisco']",['founders@momentic.ai']
216,Reducto,Remote,Unlocking data behind complex documents,reducto,https://www.ycombinator.com/companies/reducto,"['Adit Abraham', 'Raunak Chowdhuri']",https://www.linkedin.com/company/reducto-ai/,W24,['Active'],['founders@reducto.ai']
217,Vectorview,,Building custom evaluation tasks for AI,vectorview,https://www.ycombinator.com/companies/vectorview,"['Emil Fröberg', 'Lukas Petersson']",https://www.linkedin.com/company/98949870,W24,['Active'],['founders@vectorview.ai']
218,Maia,,AI relationship app that keeps couples together,maia,https://www.ycombinator.com/companies/maia,"['Claire Wiley', 'Ralph Ma']",https://linkedin.com/company/ourmaia,W24,['Active'],['hello@ourmaia.com']
219,"Nuanced, Inc.","San Francisco, CA, USA","Nuanced detects AI fraud, deepfakes, and misinformation. ","nuanced,-inc-",,,,,,
220,Precip,Remote,High precision AI weather models,precip,https://www.ycombinator.com/companies/precip,"['Jesse Vollmar', 'Michael Asher', 'Sam Pierce Lolla']",https://linkedin.com/in/vollmarj,W24,"['Active', 'consumer', 'climate', 'api', 'agriculture', 'ai']",[]
221,Tracecat,"San Francisco, CA, USA",Open source automation platform for security alerts,tracecat,https://www.ycombinator.com/companies/tracecat,"['Chris Lo', 'Daryl Lim']",https://www.linkedin.com/company/tracecat-ai,W24,"['Active', 'artificial-intelligence', 'workflow-automation', 'cybersecurity', 'monitoring', 'San Francisco']",[]
222,Kabilah,"Stanford, CA, USA",Simplifying Patient Handoff for Nurses,kabilah,https://www.ycombinator.com/companies/kabilah,"['Sarah Raza', 'Muhammad Umar Nadeem']",https://www.linkedin.com/company/kabilah/,W24,"['Active', 'artificial-intelligence', 'health-tech', 'digital-health', 'healthcare', 'ai', 'Stanford']","['founders@kabilah.com', 'founders@kabilah.com']"
223,Sonia,"San Francisco, CA, USA",AI Therapy for Mental Health,sonia,https://www.ycombinator.com/companies/sonia,"['Chris Aeberli', 'Dustin Klebe', 'Lukas Wolf']",https://www.linkedin.com/company/sonia-health/,W24,"['Active', 'artificial-intelligence', 'healthcare', 'mental-health', 'San Francisco']",[]
224,MAIHEM,"San Francisco, CA, USA",AI agents that test AI products ,maihem,https://www.ycombinator.com/companies/maihem,"['Max Ahrens', 'Eduardo Candela']",https://www.linkedin.com/company/maihem/,W24,"['Active', 'generative-ai', 'machine-learning', 'b2b', 'trust-&-safety', 'ai', 'San Francisco']",['contact@maihem.ai']
225,ion design,"San Francisco, CA, USA",Instantly converts designs into clean code,ion-design,https://www.ycombinator.com/companies/ion-design,"['Samraaj Bath', 'Samuel Barnholdt']",https://www.linkedin.com/company/ion-dot-design,W24,"['Active', 'artificial-intelligence', 'developer-tools', 'design-tools', 'web-development', 'San Francisco']",[]
226,Duckie,,AI technical support engineer that handles tickets.,duckie,https://www.ycombinator.com/companies/duckie,"['Valerie Li', 'Joel Ritossa']",https://www.linkedin.com/company/duckie-ai/,W24,['Active'],['founders@duckie.ai']
227,Happenstance,Remote,People search powered by AI,happenstance,https://www.ycombinator.com/companies/happenstance,['Alex Teichman'],https://linkedin.com/in/alexteichman,W24,"['Active', 'artificial-intelligence']",[]
228,Ubicloud,"San Francisco, CA, USA",Open source alternative to AWS,ubicloud,https://www.ycombinator.com/companies/ubicloud,"['Umur Cubukcu', 'Ozgun Erdogan', 'Daniel Farina']",https://www.linkedin.com/company/ubicloud,W24,"['Active', 'b2b', 'open-source', 'cloud-computing', 'infrastructure', 'databases', 'San Francisco']",['founders@ubicloud.com']
229,Greptile,"San Francisco, CA, USA","AI expert on any codebase in natural language, accessible via API",greptile,https://www.ycombinator.com/companies/greptile,"['Daksh Gupta', 'Soohoon Choi', 'Vaishant Kameswaran']",https://linkedin.com/company/greptile,W24,"['Active', 'artificial-intelligence', 'developer-tools', 'ai', 'San Francisco']",['daksh@greptile.com']
230,HeyPurple,"San Francisco, CA, USA",Purple is an AI property manager for landlords and homeowners.,heypurple,https://www.ycombinator.com/companies/heypurple,"['Aditya Ganapathi', 'Ryan Ali', 'Josh Passell']",https://www.linkedin.com/company/heypurple?trk=public_profile_experience-item_profile-section-card_image-click,W24,"['Active', 'artificial-intelligence', 'real-estate', 'proptech', 'conversational-ai', 'ai-assistant', 'San Francisco']",['founders@purplepill.ai']
231,ego,,AI-native 3D simulation engine ,ego,https://www.ycombinator.com/companies/ego,"['Vishnu Hari', 'Peggy Wang']",https://www.linkedin.com/company/egolive/,W24,['Active'],[]
232,Leya,"Stockholm, Stockholm County, Sweden",The AI assistant for lawyers,leya,https://www.ycombinator.com/companies/leya,"['Max Junestrand', 'August Erséus', 'Sigge Labor']",https://www.linkedin.com/company/leyalaw/,W24,"['Active', 'artificial-intelligence', 'generative-ai', 'legaltech']",[]
233,Scritch,"San Francisco, CA, USA",AI operating system for veterinary care,scritch,https://www.ycombinator.com/companies/scritch,"['Claire Lee', 'Rachel Lee']",https://www.linkedin.com/company/100475282/admin/feed/posts/,W24,"['Active', 'consumer-health-services', 'health-tech', 'b2b', 'healthcare', 'ai', 'San Francisco']",[]
234,RadMate AI,"San Francisco, CA, USA",Copilot for radiologists,radmate-ai,https://www.ycombinator.com/companies/radmate-ai,"['Mohamed Khalifa', 'Adam Skrocki']",https://www.linkedin.com/company/radmate-ai,W24,"['Active', 'artificial-intelligence', 'saas', 'digital-health', 'enterprise-software', 'ai-assistant', 'San Francisco']",['founders@radmate.ai']
235,ssoReady,"San Francisco, CA, USA",Open source developer tools for enterprise single sign-on,ssoready,https://www.ycombinator.com/companies/ssoready,"[""Ned O'Leary"", 'Ulysse Carion']",https://linkedin.com/in/nedoleary,W24,"['Active', 'developer-tools', 'saas', 'security', 'open-source', 'api', 'San Francisco']",[]
236,Relari,,Testing and Simulation Stack for GenAI Systems,relari,https://www.ycombinator.com/companies/relari,"['Yi Zhang', 'Pasquale Antonante']",https://www.linkedin.com/company/relari,W24,['Active'],['founders@relari.ai']
237,DryMerge,"San Francisco, CA, USA",Automate work with plain English.,drymerge,https://www.ycombinator.com/companies/drymerge,"['Edward Frazer', 'Samuel Brashears']",https://www.linkedin.com/company/98894763/,W24,"['Active', 'artificial-intelligence', 'saas', 'api', 'automation', 'infrastructure', 'San Francisco']","['founders@drymerge.com', 'founders@drymerge.com']"
238,Navier AI,,Real-Time CFD Simulations,navier-ai,https://www.ycombinator.com/companies/navier-ai,"['Cameron Flannery', 'Evan Kay']",https://www.linkedin.com/company/navier-ai/about/,W24,['Active'],['founders@navier.ai']
239,Upsolve AI,"San Francisco, CA, USA","Customer-facing analytics as a service, powered by AI.",upsolve-ai,https://www.ycombinator.com/companies/upsolve-ai,"['Ka Ling Wu', 'Serguei Balanovich']",https://www.linkedin.com/company/upsolveai/,W24,"['Active', 'developer-tools', 'generative-ai', 'analytics', 'data-visualization', 'ai', 'San Francisco']",['kaling.wu@upsolve.ai']
240,SciPhi,,SciPhi is the best way to build retrieval for AI,sciphi,https://www.ycombinator.com/companies/sciphi,['Owen Colegrove'],https://www.linkedin.com/company/sciphi-ai/,W24,"['Active', 'artificial-intelligence', 'developer-tools', 'infrastructure', 'ai']",['founders@sciphi.ai']
241,AgentHub,,A no-code platform for automating workflows with AI,agenthub,https://www.ycombinator.com/companies/agenthub,"['Max Brodeur-Urbas', 'Rahul Behal']",https://www.linkedin.com/company/agenthubai/,W24,['Active'],['feedback@agenthub.dev']
242,Driver AI,"Austin, TX, USA",Understand millions of lines of code in minutes.,driver-ai,https://www.ycombinator.com/companies/driver-ai,"['Adam Tilton', 'Daniel Hensley']",https://www.linkedin.com/company/driver-ai/,W24,"['Active', 'saas', 'b2b', 'ai', 'Austin']",['adam.tilton@driverai.com']
243,Lantern,"San Francisco, CA, USA",Postgres vector database extension to build AI applications,lantern,https://www.ycombinator.com/companies/lantern,"['Bastien Beurier', 'Guillaume Lachaud']",https://www.linkedin.com/in/bastienbeurier/,S19,"['Inactive', 'artificial-intelligence', 'San Francisco']",[]
244,Danswer,,Open Source AI Assistant and Enterprise Search,danswer,https://www.ycombinator.com/companies/danswer,"['Yuhong Sun', 'Chris Weaver']",https://www.linkedin.com/in/danswer-ai/,W24,['Active'],[]
245,Yenmo,"Bengaluru, KA, India",Secured consumer lending in India,yenmo,https://www.ycombinator.com/companies/yenmo,"['Ashutosh Purohit', 'Aryan Agarwal']",https://www.linkedin.com/company/yenmo-in/,W24,"['Active', 'fintech', 'lending', 'consumer-finance']",[]
246,GovernGPT,"Toronto, ON, Canada",AI Back Office for Private Funds,governgpt,https://www.ycombinator.com/companies/governgpt,"['Mamal Amini', 'Oliver Walerys']",https://www.linkedin.com/company/93647085/,W24,"['Active', 'artificial-intelligence', 'finance', 'b2b', 'investing', 'ai']",['mamal@governgpt.ai']
247,Stitch Technologies,"London, England, United Kingdom",-,stitch-technologies,https://www.ycombinator.com/companies/stitch-technologies,"['Till Kern', 'Yuriy Oparenko']",https://www.linkedin.com/company/stitch-tech,W24,"['Inactive', 'developer-tools', 'saas']",[]
248,TableFlow,,,,https://www.ycombinator.com/companies/inquery,"['Mitch Patin', 'Eric Ciminelli']",https://www.linkedin.com/company/tableflowhq,W23,"['Active', 'artificial-intelligence', 'developer-tools', 'saas', 'open-source', 'data-engineering', 'San Francisco']",[]
249,Double – Coding Copilot,,,,https://www.ycombinator.com/companies/double,"['Wesley Yue', 'Gonzalo Espinoza Graham']",https://www.linkedin.com/company/double-ai,W23,"['Active', 'developer-tools', 'saas', 'chatbot', 'enterprise', 'ai', 'Redwood City']",[]
